venture_id,company_name,country,sector,funding_stage,team_size,total_capital_raised,last_valuation,revenue_ttm,revenue_growth_pct,gross_margin_pct,burn_rate_monthly,patent_count,founder_background_score,local_employees,local_patents_filed,national_strategy_alignment,competitive_intensity,regulatory_moat,investment_outcome,time_to_outcome_months,is_pre_revenue,is_esg_missing,political_stability_norm,rule_of_law_norm,ip_protection_score,company_age,months_since_funding,capital_efficiency,valuation_multiple,runway_months,bilateral_composite,sanctions_exposure,country_risk_composite,tech_transfer_proxy,employment_impact,esg_composite,esg_risk_flag,bilateral_x_techtransfer,funding_stage_num,stability_x_stage,esg_x_competition,region,outcome_binary,outcome_numeric,founding_year,last_funding_date
V3686,SynRoute Inc,Canada,Logistics & Mobility,Pre-IPO,573,1420696902.41353,7927433309.77685,143463562.063711,14.8792350577119,39.0127384781961,5174179.72211905,21,1,1,0,1,40,21.3012100951008,Still Active,,0,0,88.4511706593704,83.1544385027139,92.7928333246142,9,37.6,0.100981118365212,55.25746883558,68.6435811429302,30.0991232657347,0,84.6976200319282,46.3964166623071,0.0703879904504023,45.1360699406781,0,13.9649146420717,6,88.4511706593704,167.616048532514,Americas,0,0,2017,2023-02-10
V3687,LunarPlatform,United States,Digital Economy,Seed,7,244619.177429028,1807309.10641699,182277.931318826,129.812488933671,83.9953049034375,1106.23332951324,1,5,0,0,3,34,9.16085815443269,Still Active,,0,0,66.2516480816189,80.2946689836832,98.2923728825283,7,13.5,0.745149800741647,9.91512847079547,55.282003105227,36.3702090314913,0,73.2462231452841,49.1461864412641,0.0,52.1060651115229,0,17.8745707396942,1,11.0419413469364,185.255197586094,Americas,0,0,2019,2025-02-01
V3689,KineticVolt,United States,Energy & Clean Tech,Series C,76,50307862.020555,202673625.097745,3425577.70134623,50.548312784007,23.274490990831,235938.129944963,5,1,0,0,3,39,53.2098363707378,Still Active,,0,0,70.9586902383864,81.9460966817539,98.6243533057764,3,-0.6,0.068092293406279,59.1648016094031,53.3062015371256,40.5011628498111,0,75.8779374574403,49.3121766528882,0.0,39.2435135016073,0,19.9720049709727,4,47.3057934922576,144.764590663322,Americas,0,0,2023,2026-04-01
V3690,ForgeGrid Inc,United States,Energy & Clean Tech,Series C,250,148396144.731111,509827500.997687,8094776.13426556,29.1278405441833,32.5118632579286,374159.487370144,14,3,19,1,4,40,43.7712914753144,Still Active,,0,0,70.1982092543627,83.1706453038376,98.5140745207446,10,90.1,0.0545484260991617,62.9822854321522,99.1530014206938,37.9874572443969,0,78.3309828357927,50.1829631862982,12.8035671239487,48.2339672798018,0,19.0632316843664,4,46.7988061695751,179.120313556601,Americas,0,0,2016,2018-10-17
V3691,ZenithHub Inc,Chile,Digital Economy,Series A,28,7974170.0,62560178.0907696,143665.101244751,20.5448134202406,66.6770265188334,36339.2840942008,1,4,2,0,4,30,21.1973422108528,Write-off,26.0,0,0,59.9380721255528,61.7944780853761,62.0337866171562,4,7.9,0.0180163078094337,435.458420651445,54.859157236896,10.1531929251012,0,70.2068451296252,31.0168933085781,25.0809802148687,56.8554608460551,0,3.14920501699276,2,19.9793573751842,195.240925050459,Americas,0,1,2022,2025-07-18
V3692,OmniAgri,United States,Agritech & Food,Series A,10,6827951.82930822,25599004.2078225,69174.6194320033,69.4841286896297,29.6237379031919,45084.8876601615,4,4,1,0,5,29,41.903227603809,Successful Exit,47.0,0,0,70.2343945308229,83.1395876308199,98.3898927617597,14,84.6,0.0101310936516978,370.063535123393,37.8616437994456,45.0578099822515,0,75.5180840910519,49.1949463808798,14.6456803591907,64.5230651068929,0,22.1661654611674,2,23.4114648436076,219.455680098381,Americas,1,3,2012,2019-04-01
V3693,SynInfra,United Arab Emirates,Infrastructure,Series D,136,803641275.251217,4761537073.73127,42672017.1810013,11.3262113570186,33.9011293432068,2118496.33591376,6,3,334,3,4,3,55.1786172475737,Partial Return,93.0,0,0,68.711099339213,68.1491786687486,72.8480823528407,1,-4.3,0.0530983393898753,111.584532166228,94.8362833613995,25.3065043389029,0,75.6097045898123,39.2018189541981,41.5608319639371,73.985909574136,0,9.92061001457304,5,57.2592494493442,102.56624924495,MENA,0,2,2025,2026-07-20
V3694,CatalystFi Inc,Turkey,Fintech,Series A,3,9105845.98529903,52057621.7714996,147844.511166209,86.1414235430191,60.4714953441682,18224.5475659246,2,5,0,1,2,147,34.3409652515442,Write-off,26.0,0,0,38.7035449823481,40.0906247644605,55.1819801275856,10,67.2,0.0162362191722655,352.110615137923,120.0,19.0987593153349,0,44.3487001058419,28.5169159897187,0.0,51.8432120682451,0,5.44637714903263,2,12.9011816607827,259.07153565879,MENA,0,1,2016,2020-09-04
V3695,ArcBio,Australia,Healthtech & Biotech,Seed,8,100000.0,579140.56089903,55309.7422884633,97.2680255593825,66.2685401999783,362.561913287622,14,2,0,2,1,67,54.474249232347,Still Active,,0,0,79.40610315176,84.1139725741916,89.2396968914265,2,25.3,0.553097422884633,10.4708598691089,68.9537402682651,29.8730256578812,0,78.8296446630717,46.4717002975651,0.0,63.7640533397792,0,13.8825029535452,1,13.2343505252933,269.052914380458,Oceania,0,0,2024,2024-02-13
V3696,Flux.volt,Singapore,Energy & Clean Tech,Series B,62,15000000.0,53117541.7605445,4669739.88778551,41.2860249144887,41.8008490900137,53077.1647974697,5,2,3,1,3,24,43.5614980100425,Still Active,,0,0,83.6317865776049,85.8327488497581,94.8552474402628,3,10.5,0.311315992519034,11.3748395064749,70.6518521535416,37.8434179751418,8,88.8071279582025,48.3535496460573,20.0,56.4119853812321,0,18.2986358983752,3,41.8158932888024,181.583175976466,Southeast Asia,0,0,2023,2025-05-01
V3697,ZephyrSustain Inc,India,Climate & Sustainability,Seed,10,134922.370157238,924925.901927168,0.0,56.478399086931,31.0830313568108,309.694416403753,5,2,0,6,2,39,32.5881138838404,Still Active,,1,0,48.6642605533587,44.7433438382822,57.074024119914,1,9.0,0.0,,108.915727093169,50.4930356389537,0,55.1946992104278,34.0925676155126,0.0,73.1204893721197,0,17.2143723163351,1,8.11071009222646,269.732670919569,South Asia,0,0,2025,2025-06-15
V3698,TeraAlloy,India,Advanced Manufacturing,Series C,593,264751777.062959,1293297461.75059,9878696.81421601,50.0135285507915,24.3837157220056,1197748.84537661,10,2,24,0,2,14,40.294660119007,Still Active,,0,0,44.4075618671307,47.1586248583938,64.485019557069,7,72.5,0.0373130519606174,130.91782105201,55.2602864291871,60.4124804664215,12,53.0451399738347,32.2425097785345,9.0650949603608,60.3954451549236,0,19.4784999218412,4,29.6050412447538,163.553897397448,South Asia,0,0,2019,2020-03-28
V3699,Meridian Platform,Indonesia,Digital Economy,Series B,96,32618569.0542824,166305303.376878,736710.450868424,63.0975041709232,88.8355276584224,125732.447417724,2,4,3,0,2,32,17.9159812994753,Partial Return,24.0,0,0,39.2764774234678,44.3328464740786,54.7019272139762,4,32.8,0.0225856152562186,225.740388480766,64.8571027690107,17.5053406786299,0,49.0509536007403,27.3509636069881,9.1972152273373,57.1936418497676,0,4.78787935829135,3,19.6382387117339,199.978001195518,Southeast Asia,0,2,2022,2023-07-04
V3700,Stratos Pharma,Colombia,Healthtech & Biotech,Series D,372,220417374.810829,1729252100.52775,19426282.7153257,11.5926727891774,77.784001626752,1289683.75365782,110,1,4,0,1,23,77.8920014169972,Successful Exit,55.0,0,0,38.947003063773,40.685678295365,44.7866002349647,8,7.9,0.0881340807728888,89.016109045068,42.727020129097,7.75717028568771,0,53.4311480666303,22.3933001174823,1.81473897120539,67.7405018442926,0,1.73708642269821,5,32.4558358864775,215.282961355946,Americas,1,3,2018,2025-07-19
V3701,ForgeSpace,China,Defense & Aerospace,Series C,32,77959275.949367,315929563.978556,45533947.2176011,5.4323411932096,29.1317013456555,294799.343584387,20,2,1,0,2,9,100.0,Still Active,,0,0,43.5863860483404,43.1792512126907,65.7870634481894,11,8.3,0.584073500723306,6.93833026310608,66.112151914486,32.6020791280927,80,51.0219836193097,32.8935317240947,1.28272099480436,49.1945477846276,0,10.7239752407136,4,29.0575906988936,113.274632385466,East Asia,0,0,2015,2025-07-06
V3702,Flux Build,Kenya,Advanced Manufacturing,Seed,9,197109.729633141,920060.718935846,0.0,90.7667233696248,37.0804146572196,1299.93517107799,30,5,0,2,4,21,37.6218334789873,Still Active,,1,1,30.870472237338,35.8449510340401,28.8063940031669,7,18.8,0.0,,37.9076076289412,19.44826669611,0,45.4051300492434,16.2550488534353,0.0,,1,3.16132525259908,1,5.145078706223,,Africa,0,0,2019,2024-08-26
V3703,DuneGene,Canada,Healthtech & Biotech,Series A,20,4077864.19323809,25366548.497648,483231.314464392,107.436101199908,68.6885846202696,22697.0287263119,18,4,2,2,2,27,56.9641585997257,Successful Exit,78.0,0,0,78.9984146104318,83.0985055834444,92.2957898780573,11,43.7,0.118501080851511,52.4935941408598,44.9162778354195,25.4441455403705,0,82.4409211035165,47.9997467908805,49.0452821679641,51.8125343612984,0,12.213125432481,2,26.3328048701439,172.649960682326,Americas,1,3,2015,2022-08-09
V3704,CryoDigital Inc,Turkey,Digital Economy,Series C,64,156845904.593467,1151605232.60549,12234479.6040325,4.76422374649525,55.6228766624151,643682.9583346,2,2,0,1,2,101,9.34472465217603,Write-off,35.0,0,0,32.3641728631769,39.3850706007908,57.470496730173,1,13.2,0.0780031817581937,94.1278476794322,60.9173749912825,21.1328835741572,0,42.5164423360332,29.6611742910124,0.0,67.5683212690506,0,6.26826142964752,4,21.5761152421179,312.501648908616,MENA,0,1,2025,2025-02-09
V3705,Axiom Platform,India,Digital Economy,Series A,16,12639462.6172532,40412097.413216,133362.08413964,78.8144882578758,87.0700776892242,55963.0004202391,1,4,0,1,3,84,11.1581137059535,Write-off,40.0,0,0,47.8845876751118,50.1014236287673,62.5895770308567,13,-6.7,0.0105512463763766,303.025388917148,56.4634782014035,63.2521351081351,0,54.5576293054787,32.2207144413543,0.0,50.8168482235454,0,20.3802898312518,2,15.9615292250372,225.761534611211,South Asia,0,1,2013,2026-10-01
V3706,MeridianPlatform Inc,Kenya,Digital Economy,Pre-IPO,114,722982428.469959,4730294683.09543,284751436.346879,6.79025431937674,63.829432515768,4338198.0128672,1,1,22,0,1,47,9.14323780043767,Successful Exit,29.0,0,1,30.9893731744533,37.6644413676369,29.032461280201,6,68.1,0.393856648700986,16.6120134239922,41.6637522264759,18.1078518796876,0,44.9879310789841,14.5162306401005,3.04295085657315,,1,2.62857754282324,6,30.9893731744533,,Africa,1,3,2020,2020-08-08
V3707,NeoEdu,Singapore,Edtech,Series C,43,113970979.305896,860542767.803595,7820825.36827051,9.66191537131282,67.118360987344,631107.101716603,1,3,0,4,1,46,12.130331814724,Successful Exit,19.0,0,0,88.3955220473153,87.7811329501497,94.3940868419656,5,58.2,0.068621200027417,110.032218759782,45.1472416472167,37.6932603869252,0,90.1945381247352,50.9007471246865,0.0,47.2914539962381,0,19.1861511525984,4,58.9303480315435,182.079078184997,Southeast Asia,1,3,2021,2021-06-01
V3708,Neo Pharma,China,Healthtech & Biotech,Seed,24,100000.0,482608.537384778,0.0,135.871071310599,62.7702874243946,495.534475767377,20,1,0,1,4,18,40.9916839076058,Still Active,,1,0,36.6651545336321,41.1838379887153,66.3948702433392,6,69.3,0.0,,50.4505765442159,24.0824041706697,0,48.0121069160266,34.1233610475955,0.0,61.6833124533509,0,8.21772572409886,1,6.11085908893868,181.622749551749,East Asia,0,0,2020,2020-07-02
V3710,StratosClimate,United Kingdom,Climate & Sustainability,Seed,8,213819.649272304,1331573.47780302,0.0,70.862574400924,25.334866764328,795.067325450807,5,3,0,1,3,17,27.9716799175934,Write-off,65.0,1,0,75.785767255558,87.876107238579,96.5026795555355,12,46.6,0.0,,67.2331897022265,37.4322765761851,0,81.9645123199333,49.1772657036937,0.0,56.1632076649437,0,18.408170110812,1,12.6309612092596,162.33254926761,Europe,0,1,2014,2022-05-15
V3711,SolarisSolar,China,Energy & Clean Tech,Seed,12,100000.0,385340.50818106,32778.8782640788,127.369990820204,38.1257412078669,560.259057585564,5,3,0,0,2,13,13.7796977118436,Write-off,80.0,0,0,41.8343306983088,44.2616214842393,65.6268191126861,6,33.8,0.327788782640788,11.7557564074223,44.6222147799581,36.4966827060759,0,50.6183212968745,32.813409556343,0.0,65.0994916476316,0,11.9758059708237,1,6.97238844971814,171.801290586909,East Asia,0,1,2020,2023-06-02
V3712,CryoSkill,United States,Edtech,Series C,309,145644340.606914,671943798.575612,3327577.43779792,43.6703935418821,80.3654873896645,699674.401030763,1,5,20,1,1,74,18.5878021478593,Still Active,,0,0,70.5407694439634,76.8159846716684,98.3564274104709,9,49.7,0.0228472827981615,201.931829126801,52.0400419081897,44.6426939249056,0,79.8054252196097,50.1041396311613,13.732081807407,61.1521122911441,0,22.3678376992467,4,47.0271796293089,264.023517934652,Americas,0,0,2017,2022-02-12
V3713,Catalyst Edu,Colombia,Edtech,Series D,244,749310907.406129,5569645626.6369,48068252.0876314,-2.29371914003796,78.9398933918165,4832428.40612852,5,4,0,0,2,52,11.0720784291984,Partial Return,34.0,0,0,37.3347092403283,39.103003391755,39.7356453238603,1,-1.9,0.0641499431177748,115.869526865322,38.7647185034261,0.0,0,50.9330652586325,19.8678226619301,0.0,67.6683177663428,0,0.0,5,31.1122577002736,268.662974831386,Americas,0,2,2025,2026-05-10
V3714,CryoSecure Inc,Japan,Defense & Aerospace,Series B,93,15000000.0,86202435.5887886,4611824.71447803,42.106785453619,45.0191718785917,90466.3196378813,50,2,2,0,2,7,58.2831595386849,Partial Return,51.0,0,0,80.7035232180355,74.0138118392533,95.7623146901551,4,-9.4,0.307454980965202,18.6916114392142,41.4518907700733,37.2889698324521,20,76.7374575277695,47.8811573450775,13.3333333333333,62.2848402381456,0,17.8543903178349,3,40.3517616090177,129.517684208091,East Asia,0,2,2022,2026-12-21
V3715,Meridian Earth,United States,Climate & Sustainability,Series A,15,5119083.85711744,15471790.9001378,21872.5919626235,116.512210189529,41.2105221223279,19463.4421224667,26,4,0,0,3,30,40.2004639027992,Partial Return,61.0,0,0,71.7641248243974,78.8045172698378,98.6086711134347,1,-9.4,0.0042727551595413,707.359737089066,65.7525506653375,42.9927257117496,0,77.3370529102952,49.3043355567173,0.0,63.0336782208685,0,21.1972777499001,2,23.9213749414658,216.456844462096,Americas,0,2,2025,2026-12-20
V3716,TeraMed,Bangladesh,Healthtech & Biotech,Series A,18,2037781.85316836,8789638.68930792,55295.0583439951,78.9525615784951,76.6152983076408,6389.98213984453,10,1,0,0,2,32,64.2542684421567,Still Active,,0,0,29.7898980758667,35.4497504409274,16.9871022543495,15,36.8,0.027134925290468,158.958846460145,79.7256474498511,36.3680491322415,0,42.2478949418517,8.49355112717476,0.0,66.501199245459,0,3.08893884700297,2,9.92996602528893,232.521946008336,South Asia,0,0,2011,2023-03-05
V3717,Solaris Bio,Nigeria,Healthtech & Biotech,Series A,40,3225977.22288509,19194430.3017912,0.0,-44.6311329045606,60.7637527679172,7377.84164732268,10,3,1,0,4,11,76.5870996306502,Still Active,,1,0,15.6679413962963,29.1505866591887,12.9913558327134,9,84.6,0.0,,109.313040896444,24.5783836639836,0,34.7295185399323,6.49567791635671,30.9983589749486,69.3823630401677,0,1.5965326398588,2,5.22264713209876,172.408695296518,Africa,0,0,2017,2019-04-01
V3718,Titan Energy,United States,Energy & Clean Tech,Series A,138,2000000.0,10296474.0087014,459398.315360995,17.1740318300373,33.6548423007534,7409.61309958487,31,2,7,2,4,41,42.6598008249236,Write-off,47.0,0,0,70.2075884815525,80.7615175137215,98.2860370080922,10,-5.7,0.229699157680497,22.4129555212027,67.4799066132093,41.1123190263335,0,75.7988515202389,50.9948703558979,350.0,60.8159324509346,0,20.9651737877819,2,23.4025294938508,227.309863029432,Americas,0,1,2016,2026-09-01
V3719,Solaris.labs,India,Deeptech / AI,Seed,38,397414.111787516,2436890.17621744,0.0,139.746438127577,58.4877699538716,1112.79065747005,60,2,8,0,5,45,23.1502536257205,Write-off,42.0,1,0,46.3259297900606,50.7674960659368,57.0551673584084,16,-4.7,0.0,,89.2832153828109,46.9271823419525,0,53.2952818583337,28.5275836792042,1000.0,48.184843938774,0,13.3871912108932,1,7.72098829834343,184.482488187356,South Asia,0,1,2010,2026-08-01
V3720,Atlas.pharma,United States,Healthtech & Biotech,Series B,97,22998041.3326589,153809239.910807,729802.521897706,26.0708726870525,63.3603979286675,40251.0843995907,10,3,2,0,2,59,85.6762079204223,Partial Return,69.0,0,0,72.191749539308,82.8795585119509,98.6802923946844,10,74.8,0.0317332468161683,210.754601821403,120.0,49.1712264735592,0,77.4006882275367,49.3401461973422,8.69639275393358,51.7274965632098,0,24.2611550290803,3,36.095874769654,211.79019427094,Americas,0,2,2016,2020-01-20
V3721,Core Bio,France,Healthtech & Biotech,Series D,275,324048601.773943,1666706121.75049,53255682.6735923,36.8200871099269,69.1040133196318,764021.607044828,10,1,18,1,1,31,75.6024718243683,Partial Return,88.0,0,0,66.18631507369,73.7384475973867,94.0988041971191,5,11.1,0.164344738357314,31.2963056349469,106.033847336902,30.2087028391632,0,75.4693534170711,47.9753280244854,5.55472231679517,48.9044877976531,0,14.4927242790306,5,55.1552625614083,169.490039168357,Europe,0,2,2021,2025-04-15
V3722,ApexCommerce Inc,India,Digital Economy,Series A,93,7008355.48818558,54983022.366505,268545.767576798,141.84409934538,82.039168108087,27554.9210533809,2,4,2,0,4,103,0.0,Still Active,,0,0,46.8476277865853,51.2638792811697,61.5966661332018,10,20.9,0.0383179432078613,204.743581932569,63.5853344907848,57.0907217413741,0,53.4048667646618,30.7983330666009,28.5373651974635,52.2557827982301,0,17.5829906320347,2,15.6158759288617,242.696282055608,South Asia,0,0,2016,2024-06-24
V3723,OrionMarket Inc,United States,Digital Economy,Seed,23,100000.0,753070.631620645,0.0,65.7231311405749,84.1524263315289,612.874951787591,6,2,0,0,2,65,23.762068253768,Partial Return,36.0,1,0,72.9423663217434,79.0933456161318,98.4324210225964,6,49.1,0.0,,40.7913554422182,42.0565042326184,0,77.2286601193948,49.2162105112982,0.0,51.1882322787027,0,20.6986176568185,1,12.1570610536239,214.461020102416,Americas,0,2,2020,2022-03-01
V3724,Prism.pay,United Kingdom,Fintech,Series C,19,73857881.377154,208980190.94356,18104225.7936033,17.6432093268927,83.581729857089,241623.400539794,0,4,0,1,2,37,44.8172149630039,Still Active,,0,0,67.3479488805008,80.7508323721474,96.0074975778373,2,-3.7,0.245122462979331,11.5431719271529,76.4183862284789,33.9842932962194,4,79.9345082906302,48.9296747148445,0.0,44.4942969779665,0,16.6284041639788,4,44.8986325870005,161.851838873806,Europe,0,0,2024,2026-07-01
V3725,CatalystAI Inc,United Kingdom,Deeptech / AI,Series C,52,361653634.828125,1434090928.76349,5300000.0,9.87696832521029,65.73138249816,1400419.60603948,17,2,3,0,3,63,20.1890964794836,Successful Exit,38.0,0,0,66.5466318335776,82.6636542165986,95.6189919343693,4,15.9,0.0146549059365013,270.583194106319,64.5616558902148,37.4115497605399,0,80.6310334798304,47.8094959671846,0.829522977537813,58.0016300235527,0,17.8862733740266,4,44.3644212223851,241.221997912239,Europe,1,3,2022,2024-11-22
V3726,Zenith.platform,India,Digital Economy,Series D,319,1198493890.4517,4977332324.37922,6673931.15873814,31.3736505377068,53.8280376835414,4299034.45507486,5,3,20,0,4,99,16.2825286639955,Successful Exit,21.0,0,0,46.3921720873128,48.1715625271914,57.4248554018184,8,44.8,0.005568598398297,745.787183894223,69.6955271570879,51.1568514629718,0,52.8014104073516,28.7124277009092,1.6687611142066,66.8432330634241,0,14.6883739903673,5,38.660143406094,307.824464038734,South Asia,1,3,2018,2022-07-09
V3727,Tera.power,Israel,Energy & Clean Tech,Seed,3,100000.0,351359.696168505,39946.5245883782,43.8391951641467,11.8880054447143,351.154078961887,5,5,0,1,3,18,57.1065894469684,Still Active,,0,1,54.6269959008213,70.4612312996702,93.3735856178044,8,97.4,0.399465245883782,8.79575131476463,71.193819174498,11.1428590784604,0,66.3022272927021,47.6127187348281,0.0,,1,5.30541815204563,1,9.10449931680355,,MENA,0,0,2018,2018-03-14
V3728,FluxSolar,South Korea,Energy & Clean Tech,Seed,5,287033.642726739,1210159.89085475,2093.29442510076,55.8658078048684,46.1829046767568,1515.4977190693,5,3,0,0,3,42,55.1122636224587,Write-off,78.0,0,0,64.2361088993779,72.3778177039687,91.0787084587682,7,45.8,0.0072928539150151,578.112603914523,47.349731892538,32.1882468499523,0,70.9309767081272,45.5393542293841,0.0,67.8752008087695,0,14.6583197532283,1,10.7060181498963,255.292213134667,East Asia,0,1,2019,2022-06-07
V3729,Vanguard Ledger,India,Fintech,Series B,34,37853284.4984284,183077920.782267,3063830.67850148,12.2857197087396,59.1786074818244,158863.538055439,8,2,1,2,2,59,51.7394872130733,Still Active,,0,0,42.7453196923509,48.1196905756023,59.003263875692,11,70.0,0.0809396256916274,59.754581761617,59.5688679758889,58.4271902647148,0,53.9168555726016,31.3534837896978,2.64177868116442,57.9775839371461,0,18.3189596284232,3,21.3726598461754,237.380205523829,South Asia,0,0,2015,2020-06-12
V3730,Flux Move,United Arab Emirates,Logistics & Mobility,Series B,49,15000000.0,41752955.7668777,1152836.61538313,29.1858872441963,17.8867541258459,55633.2129886651,1,3,14,14,1,9,37.6215270062851,Still Active,,0,0,75.4663924579631,64.6633543063271,78.2596465617591,5,25.1,0.0768557743588755,36.2175829685992,67.4057779255718,49.4965534208603,0,79.0371793569164,52.0927862438425,93.3333333333333,48.6165119273285,0,25.7841337715981,3,37.7331962289815,111.943655637234,MENA,0,0,2021,2024-02-18
V3731,LunarFi,Germany,Fintech,Series A,24,2565065.27580514,8208596.97369065,114092.231111742,31.7313525108764,60.2454119655525,16373.5271610762,7,3,1,3,3,77,49.5645551333788,Write-off,43.0,0,0,76.2203611653179,85.8309837145897,96.8304728635301,8,68.6,0.0444792700551959,71.947028239382,39.164824575839,25.7409221990007,0,84.8566808887089,51.1930142095428,38.9853626507072,51.6396672629047,0,13.1775539590018,2,25.4067870551059,224.97899417161,Europe,0,1,2018,2020-07-24
V3732,HeliosEco Inc,China,Climate & Sustainability,Series B,48,87379377.6775123,264702921.65528,2398983.35697665,-9.54958160260177,33.698229969214,266341.436000443,5,5,2,0,4,25,35.1879557860663,Still Active,,0,0,40.2784162329128,45.5779892657327,66.4751124809602,3,35.3,0.0274548002141934,110.339624026769,82.0181971961048,30.2026489270131,0,50.1064312406234,33.2375562404801,2.28886958588938,53.7349302088757,0,10.0386224232307,3,20.1392081164564,175.073590084364,East Asia,0,0,2023,2023-04-18
V3733,Echo.compute,Kenya,Deeptech / AI,Seed,23,100000.0,275474.316530657,0.0,29.6794816788654,58.4762192135378,583.091579774954,15,2,1,0,5,26,42.9974892310794,Write-off,71.0,1,1,32.6034326052876,35.3557824177275,36.563638813886,4,39.6,0.0,,42.874911707092,15.6469631982289,0,45.4874509643308,18.281819406943,1000.0,,1,2.86054955457105,1,5.43390543421461,,Africa,0,1,2022,2022-12-12
V3734,LunarCrop,United States,Agritech & Food,Series A,24,30000000.0,154447008.349767,20126.3912481359,89.8475849591215,39.2015929837247,127250.8753807,3,5,1,0,2,12,35.4503807689788,Write-off,49.0,0,0,69.547719873407,81.0279309899684,98.5922462319099,5,62.6,0.0006708797082711,7673.85501184031,58.9386908149906,38.9522956871114,4,77.2007387204134,49.2961231159549,3.33333333333333,66.3076185589996,0,19.2019716384092,2,23.1825732911356,170.07568361771,Americas,0,1,2021,2021-01-19
V3735,Cascade.pay,Thailand,Fintech,Series B,44,19777321.8249899,85752825.0797305,984405.426306611,73.7248913173101,62.6690607275924,76639.3149365778,1,3,8,1,1,105,78.5805644100577,Still Active,,0,0,49.4526405881768,45.8561774235991,56.1845727572977,8,48.2,0.0497744555616599,87.1112884875761,64.5142830457073,14.8922331866545,0,52.2758095612267,29.0182123045747,40.4503707367064,41.5847077704244,0,4.32145984299575,3,24.7263202940884,193.927751933823,Southeast Asia,0,0,2018,2022-03-28
V3736,Meridian Crop,Saudi Arabia,Agritech & Food,Series A,10,19089555.7681292,145938885.742294,0.0,55.7332098693584,37.1957381892545,37825.8713313032,0,2,10,3,3,14,36.5929478765873,Write-off,45.0,1,0,59.1580313100429,53.2393296250475,67.4264229931727,10,68.0,0.0,,120.0,28.2014013421132,0,66.2969367696588,36.4909892743641,52.3846658427504,46.6615017658651,0,10.2909703389709,2,19.7193437700143,126.361689240782,MENA,0,1,2016,2020-08-11
V3737,Stratos Build,India,Advanced Manufacturing,Series B,138,23821648.9217415,73017711.9950217,1882053.87962932,40.8423791251374,41.0267044601902,141956.268150882,78,3,5,0,2,15,31.4523444109432,Write-off,64.0,0,0,51.4617557787302,51.5431509839004,61.2947475463217,4,20.1,0.0790060287519231,38.7968233988086,41.952442875615,52.9019215090015,0,56.7177413343412,30.6473737731608,20.9893110943995,66.5597829679864,0,16.2130496180478,3,25.7308778893651,184.542903611766,South Asia,0,1,2022,2024-07-18
V3738,OmniDevelop,China,Infrastructure,Series A,17,10220671.7873905,77607547.2339179,0.0,71.4392985112101,27.2815011851011,30866.2148617405,3,4,0,0,3,19,42.310788195777,Write-off,119.0,1,0,38.0271603310036,44.8364114338418,65.2816862394835,7,79.2,0.0,,82.7820307184742,36.786723804662,0,49.2946478481637,32.6408431197417,0.0,43.7800766764759,0,12.0074968059724,2,12.6757201103345,131.153388638387,East Asia,0,1,2019,2019-09-09
V3739,Pulse.infra,United Arab Emirates,Infrastructure,Series A,12,16453133.6437826,48964540.46092,220446.987736173,138.504433325372,30.2795675454992,83309.5664938384,1,1,2,15,1,14,62.5507603893745,Still Active,,0,0,73.274928379364,59.9258476872682,77.6327263965622,10,64.3,0.0133984803447747,222.114808479577,49.373482350912,23.8032597123893,0,76.573903085733,52.70525208717,12.1557391029627,51.4029816561643,0,12.5455680363786,2,24.4249761264546,139.201854811229,MENA,0,0,2016,2020-12-01
V3740,Axiom Move,United States,Logistics & Mobility,Series A,36,16386412.677773,96773162.0772598,90527.0024733248,19.6059848402152,6.80433613586242,98958.4953763781,1,2,5,0,3,27,22.5473225331425,Partial Return,35.0,0,0,74.8371732982407,79.2451367788879,98.3995772638196,10,68.3,0.0055245162106846,1068.99775131486,41.3971852933116,32.9961504711351,0,77.1053033207113,49.1997886319098,30.5130848241246,46.9158582796597,0,16.2340362884653,2,24.9457244327469,156.333234558222,Americas,0,2,2016,2020-08-03
V3741,Prism Commerce,India,Digital Economy,Series A,16,3377031.32519026,13043840.4153344,91630.5126283562,9.5142923698802,68.1139895471922,14681.1437891356,9,4,2,4,3,36,10.114227308311,Partial Return,18.0,0,0,44.1787453521173,48.5156252463059,61.3488852636043,11,23.5,0.0271334505975285,142.352585849201,57.5062708616977,60.5252999271145,0,53.3639915451614,34.3781463355058,59.223614098022,49.6569106054278,0,20.8074761789472,2,14.7262484507057,179.307027991712,South Asia,0,2,2015,2024-04-07
V3742,Arc.build,China,Infrastructure,Seed,7,100000.0,704743.105571631,0.0,76.9043087993631,30.0865181317289,487.000524134678,9,1,0,0,3,11,71.2235967026711,Partial Return,84.0,1,0,38.5951661480871,45.8519737043375,69.0730106541624,4,39.2,0.0,,51.3346470097152,36.4336644680528,0,49.5522697867205,34.5365053270812,0.0,52.0043607623414,0,12.5829144698599,1,6.43252769134786,129.225981876316,East Asia,0,2,2022,2022-12-22
V3743,ProtoConstruct,Saudi Arabia,Infrastructure,Series B,74,27872513.8122303,79105303.342344,5627872.76284682,49.8552353792028,28.4675714915115,93862.8381673712,1,3,123,25,1,18,58.888852119664,Partial Return,91.0,0,0,53.2504081189422,57.0263098827013,68.7157654124536,10,55.6,0.201914789629679,14.0559864580749,74.2373508952753,32.7249685887,0,64.0801162532085,57.5060308543749,441.294964740597,58.623915849135,0,18.8188305337023,3,26.6252040594711,172.614542937566,MENA,0,2,2016,2021-08-17
